"","season","Team","Batting_Run_Rate","Batting_Average","Batting_Wicket_Rate","Batting_Index","Bowling_Economy_Rate","Bowling_Average","Bowling_Strike_Rate","Bowling_Index","Net_Run_Rate","Net_Average","Net_Rate","Net_Index"
"1","2008","CSK",0.222033023424987,1.33219814054992,0.0400038312025658,11.3350772901407,17.8333333333333,1.34790105290795,0.0475246343116659,24.6918265901231,-17.6113003099083,-0.015702912358029,-0.00752080310910016,-13.3567492999824
"2","2008","DC",0.225441380387965,1.35264828232779,0.0541385896305498,11.6283873656122,18.3095238095238,1.40395234479172,0.0395473489296285,26.2213423040131,-18.0840824291358,-0.0513040624639318,0.0145912407009214,-14.5929549384009
"3","2008","DD",0.229089666400523,1.37453799840314,0.0495012828874245,11.9444266864423,17.7361111111111,1.36278005125231,0.057969351297468,24.2535369975312,-17.5070214447106,0.0117579471508228,-0.0084680684100436,-12.3091103110889
"4","2008","KKR",0.206655818073239,1.23993490843944,0.057509932303475,9.91802797928288,15.0331196581197,1.28365210486016,0.0497777108691018,19.9468250751771,-14.8264638400464,-0.0437171964207228,0.0077322214343732,-10.0287970958942
"5","2008","KXIP",0.239074455843099,1.43444673505859,0.0454398420230644,13.0051016855115,17.9037037037037,1.37157866101138,0.0530431435265611,25.1780589064629,-17.6646292478606,0.0628680740472097,-0.00760330150349675,-12.1729572209514
"6","2008","MI",0.222934219582221,1.33760531749333,0.048357927285079,11.3777002078779,16.6349206349206,1.29372394424907,0.0576483562549596,22.4765607575632,-16.4119864153384,0.0438813732442554,-0.00929042896988058,-11.0988605496853
"7","2008","RCB",0.198722036526692,1.19233221916015,0.063965621504355,8.93154996427921,17.5,1.35768159661852,0.0395618439199761,24.3797720663909,-17.3012779634733,-0.165349377458367,0.0244037775843789,-15.4482221021116
"8","2008","RR",0.231746989397904,1.39048193638742,0.0468974352134934,12.0899629413517,16.6875,1.2573102667705,0.0571129226524973,21.9413595181641,-16.4557530106021,0.133171669616925,-0.0102154874390039,-9.85139657681241
"9","2009","CSK",0.21777235520782,1.30663413124692,0.0472440378272677,10.6886499675245,15.9047619047619,1.22802507538987,0.0573945654836266,20.3386181918513,-15.6869895495541,0.0786090558570493,-0.0101505276563589,-9.64996822432674
"10","2009","DC",0.212187325453877,1.27312395272326,0.0536433608933922,10.0368920358804,16.5763888888889,1.20948835000677,0.0559056003650504,20.4349146611168,-16.364201563435,0.0636356027164946,-0.00226223947165826,-10.3980226252364
"11","2009","DD",0.212382904482269,1.27429742689361,0.0413061663183985,10.2301542655209,15.9851851851852,1.20271667817206,0.0591608011690088,19.4324750582676,-15.7728022807029,0.071580748721555,-0.0178546348506103,-9.20232079274671
"12","2009","KKR",0.194371715545756,1.16623029327454,0.0474634763543983,8.60980915397226,16.8803418803419,1.26405498810131,0.0371916353005632,21.7321127931246,-16.6859701647961,-0.09782469482677,0.0102718410538351,-13.1223036391524
"13","2009","KXIP",0.192376657230637,1.15425994338382,0.0523643601906835,8.47449614974076,15.3365079365079,1.25676766733702,0.044690022823732,19.812129154872,-15.1441312792773,-0.102507723953198,0.00767433736695148,-11.3376330051312
"14","2009","MI",0.196610046895316,1.1796602813719,0.0504046096924462,8.64831897589047,15.4017094017094,1.15343507656851,0.0520729013800806,18.080949005245,-15.2050993548141,0.0262252048033904,-0.00166829168763437,-9.4326300293545
"15","2009","RCB",0.196558006478688,1.17934803887213,0.0552690052447145,8.63788561306104,16.0833333333333,1.20314551379709,0.0465648539287334,20.0064832542275,-15.8867753268546,-0.0237974749249648,0.00870415131598107,-11.3685976411665
"16","2009","RR",0.182520266615281,1.09512159969168,0.0602791442760733,7.77454573361233,15.5982905982906,1.1294097959869,0.0535430323113745,17.9203976284623,-15.4157703316753,-0.0342881962952139,0.00673611196469874,-10.14585189485
"17","2010","CSK",0.223939906711034,1.3436394402662,0.0449264757110536,11.4781520887329,17.4791666666667,1.27219239047115,0.0522346087603712,23.1249088020411,-17.2552267599556,0.0714470497950572,-0.00730813304931758,-11.6467567133083
"18","2010","DC",0.202900447756823,1.21740268654094,0.058718020736884,9.30129772047968,17.2361111111111,1.28693732287737,0.051854105688865,22.4830784731072,-17.0332106633543,-0.0695346363364281,0.00686391504801903,-13.1817807526275
"19","2010","DD",0.212635630084584,1.2758137805075,0.0524219652697282,10.2296655965646,17.1904761904762,1.26125983996519,0.0561817969326829,22.4149419351617,-16.9778405603916,0.0145539405423159,-0.00375983166295469,-12.1852763385971
"20","2010","KKR",0.207811163946648,1.24686698367989,0.040968288889254,9.5958066635122,17.3968253968254,1.33865676909752,0.0430572242449655,23.6228898516932,-17.1890142328787,-0.0917897854176294,-0.00208893535571152,-14.027083188181
"21","2010","KXIP",0.222387562576066,1.3343253754564,0.0469431549208075,11.2655932997214,18.8412698412698,1.39661221365896,0.043220671447423,26.8460240383628,-18.6188822786938,-0.0622868382025613,0.00372248347338449,-15.5804307386414
"22","2010","MI",0.22860335957992,1.37162015747952,0.0505523273707147,11.686819841838,16.7847222222222,1.25120093838843,0.0529202505968768,21.3432228841203,-16.5561188626423,0.120419219091089,-0.00236792322616216,-9.65640304228227
"23","2010","RCB",0.218863001051306,1.31317800630784,0.0448067031122359,10.8902496171448,17.4375,1.26646612849253,0.0477550449724648,23.0524462568362,-17.2186369989487,0.0467118778153059,-0.00294834186022895,-12.1621966396914
"24","2010","RR",0.219228891625737,1.31537334975442,0.0556194750324532,11.1031709437126,17.6507936507936,1.36904324995086,0.0469097822440975,24.891081835166,-17.4315647591679,-0.0536699001964378,0.00870969278835562,-13.7879108914534
"25","2011","CSK",0.219189543459912,1.31513726075947,0.0378140745494545,10.833893215184,15.9722222222222,1.22407169765311,0.0477496134560704,19.9681061147189,-15.7530326787623,0.0910655631063609,-0.00993553890661589,-9.13421289953491
"26","2011","DC",0.207399183710925,1.24439510226555,0.050633912074809,9.66274543779421,16.1666666666667,1.211626103225,0.0504169065234568,20.1764824328287,-15.9592674829557,0.0327689990405469,0.000217005551352264,-10.5137369950345
"27","2011","DD",0.210780211438072,1.26468126862843,0.0577547241836704,10.1264922059973,17.7435897435897,1.33110128038506,0.0428846206214485,24.1314418909962,-17.5328095321517,-0.0664200117566255,0.014870103562222,-14.0049496849988
"28","2011","KKR",0.198687970496345,1.19212782297807,0.0413955389152379,8.81279641136773,15.3481481481481,1.17166013407809,0.0509589932977631,18.4237718196453,-15.1494601776518,0.0204676888999808,-0.0095634543825253,-9.61097540827755
"29","2011","KTK",0.206620561138446,1.23972336683068,0.0537349739128341,10.0068570977977,15.7619047619048,1.23861118117714,0.0447249183664841,19.8344087224793,-15.5552842007663,0.00111218565353861,0.00901005554634998,-9.82755162468158
"30","2011","KXIP",0.217485698554855,1.30491419132913,0.0515058778424424,10.9934611995418,17.2460317460317,1.34800581686116,0.0523220598351764,24.1855309817134,-17.0285460474769,-0.0430916255320302,-0.000816181992733995,-13.1920697821716
"31","2011","MI",0.199195713100861,1.19517427860516,0.0443811402642337,8.97175645146858,15.8541666666667,1.20745677752128,0.0534322659928748,19.6061006192065,-15.6549709535658,-0.0122824989161133,-0.00905112572864105,-10.6343441677379
"32","2011","PW",0.19453174150708,1.16719044904248,0.0541284536615556,8.51417802549283,15.8803418803419,1.18733618103312,0.046390748863158,19.2813862485949,-15.6858101388348,-0.0201457319906449,0.00773770479839767,-10.767208223102
"33","2011","RCB",0.224926251516109,1.34955750909665,0.0430233757127622,11.3944183953448,17.4444444444444,1.28877992154041,0.044607108302324,23.2956080420801,-17.2195181929283,0.0607775875562424,-0.00158373258956177,-11.9011896467352
"34","2011","RR",0.194857715810835,1.16914629486501,0.0460045786721777,8.66352443972037,15.4978632478632,1.26804513494177,0.0413180898123802,20.2163624744024,-15.3030055320524,-0.0988988400767546,0.00468648885979753,-11.552838034682
"35","2012","CSK",0.215862542060373,1.29517525236224,0.045725575885498,10.6716544043417,16.179012345679,1.2418082829693,0.0503658761580391,20.4528906705044,-15.9631498036186,0.0533669693929335,-0.00464030027254107,-9.78123626616271
